Row_ID,Order_ID,Order_Date,Ship Date,Ship Mode,Customer ID,Customer Name,Profit,Discount,City,State,Postal Code,Region,Product_ID,Category,Sub_Category,Product Name,Sales,Quantity
3786,CA-2018-112487,12/26/18,12/30/18,Standard Class,TC-21535,Tracy Collins,-2.61,0.7,Columbus,Ohio,43229,East,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,3.132,2
3787,CA-2017-144218,10/31/17,11-04-2017,Standard Class,JD-15895,Jonathan Doherty,282.2092,0,Los Angeles,California,90045,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085.42,7
3788,CA-2017-169971,09-04-2017,09-09-2017,Standard Class,IL-15100,Ivan Liston,1.0269,0.2,Houston,Texas,77041,Central,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1
3789,CA-2017-169971,09-04-2017,09-09-2017,Standard Class,IL-15100,Ivan Liston,7.0173,0.2,Houston,Texas,77041,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.376,3
3790,US-2017-133508,4/17/17,4/21/17,Standard Class,SW-20350,Sean Wendt,9.0055,0,Omaha,Nebraska,68104,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",29.05,5
3791,CA-2015-107139,07-05-2015,07-11-2015,Standard Class,DP-13390,Dennis Pardue,67.86,0.2,Los Angeles,California,90004,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,180.96,6
3792,CA-2016-111325,2/27/16,2/28/16,First Class,BT-11395,Bill Tyler,-3.3879,0.7,Altoona,Pennsylvania,16602,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.419,3
3793,CA-2016-111325,2/27/16,2/28/16,First Class,BT-11395,Bill Tyler,2.2044,0.2,Altoona,Pennsylvania,16602,East,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",16.032,6
3794,CA-2016-163762,11/27/16,12-01-2016,Standard Class,JE-15475,Jeremy Ellison,12.5118,0,New York City,New York,10024,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,3
3795,US-2015-117163,1/27/15,02-02-2015,Standard Class,EJ-13720,Ed Jacobs,14.3075,0,San Diego,California,92037,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1
3796,US-2015-117163,1/27/15,02-02-2015,Standard Class,EJ-13720,Ed Jacobs,-16.65,0.2,San Diego,California,92037,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333,3
3797,US-2015-117163,1/27/15,02-02-2015,Standard Class,EJ-13720,Ed Jacobs,12.0252,0,San Diego,California,92037,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4
3798,CA-2018-121314,9/23/18,9/26/18,First Class,BE-11410,Bobby Elias,88.074,0.2,Miami,Florida,33178,South,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,251.64,3
3799,CA-2018-147760,11-04-2018,11-05-2018,First Class,KL-16555,Kelly Lampkin,-192.0468,0.4,Greensboro,North Carolina,27405,South,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,3
3800,CA-2018-147760,11-04-2018,11-05-2018,First Class,KL-16555,Kelly Lampkin,118.9965,0.2,Greensboro,North Carolina,27405,South,TEC-PH-10002483,Technology,Phones,Motorola Moto X,1359.96,5
3801,CA-2017-156503,10/14/17,10/20/17,Standard Class,NC-18415,Nathan Cano,10.2592,0.2,Jacksonville,North Carolina,28540,South,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,102.592,1
3802,CA-2017-156503,10/14/17,10/20/17,Standard Class,NC-18415,Nathan Cano,5.9598,0.2,Jacksonville,North Carolina,28540,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,22.704,1
3803,CA-2017-156503,10/14/17,10/20/17,Standard Class,NC-18415,Nathan Cano,33.7212,0.2,Jacksonville,North Carolina,28540,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,93.024,3
3804,CA-2017-156503,10/14/17,10/20/17,Standard Class,NC-18415,Nathan Cano,1.4364,0.2,Jacksonville,North Carolina,28540,South,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,12.768,2
3805,CA-2017-156503,10/14/17,10/20/17,Standard Class,NC-18415,Nathan Cano,13.128,0.2,Jacksonville,North Carolina,28540,South,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",35.008,4
3806,CA-2017-156503,10/14/17,10/20/17,Standard Class,NC-18415,Nathan Cano,14.682,0.2,Jacksonville,North Carolina,28540,South,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,39.152,1
3807,CA-2016-113628,11-12-2016,11/19/16,Standard Class,AH-10690,Anna Hberlin,1.323,0.2,Plantation,Florida,33317,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,5
3808,CA-2016-113628,11-12-2016,11/19/16,Standard Class,AH-10690,Anna Hberlin,-4.0158,0.7,Plantation,Florida,33317,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238,2
3809,CA-2016-113628,11-12-2016,11/19/16,Standard Class,AH-10690,Anna Hberlin,-3.7296,0.7,Plantation,Florida,33317,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3
3810,CA-2016-113628,11-12-2016,11/19/16,Standard Class,AH-10690,Anna Hberlin,-72.039,0.2,Plantation,Florida,33317,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5
3811,CA-2016-113628,11-12-2016,11/19/16,Standard Class,AH-10690,Anna Hberlin,10.0792,0.2,Plantation,Florida,33317,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.792,1
3812,CA-2016-113628,11-12-2016,11/19/16,Standard Class,AH-10690,Anna Hberlin,16.4403,0.2,Plantation,Florida,33317,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.136,3
3813,CA-2018-147753,03-05-2018,03-05-2018,Same Day,PK-19075,Pete Kriz,11.7782,0,Milwaukee,Wisconsin,53209,Central,OFF-LA-10003537,Office Supplies,Labels,Avery 515,25.06,2
3814,CA-2016-103961,11-05-2016,11-09-2016,Standard Class,NG-18430,Nathan Gelder,6.4428,0.2,Quincy,Illinois,62301,Central,OFF-LA-10004484,Office Supplies,Labels,Avery 476,19.824,6
3815,CA-2017-152471,07-08-2017,07-08-2017,Same Day,ZD-21925,Zuschuss Donatelli,51.4975,0.2,Jacksonville,Florida,32216,South,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96,5
3816,CA-2017-152471,07-08-2017,07-08-2017,Same Day,ZD-21925,Zuschuss Donatelli,4.995,0.2,Jacksonville,Florida,32216,South,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,15.984,2
3817,CA-2016-102582,9/15/16,9/19/16,Standard Class,NW-18400,Natalie Webber,200.49,0,Mobile,Alabama,36608,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,801.96,2
3818,CA-2016-102582,9/15/16,9/19/16,Standard Class,NW-18400,Natalie Webber,0,0,Mobile,Alabama,36608,South,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,59.97,3
3819,CA-2016-102582,9/15/16,9/19/16,Standard Class,NW-18400,Natalie Webber,306.4894,0,Mobile,Alabama,36608,South,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",1056.86,7
3820,CA-2018-141873,10-09-2018,10/14/18,Standard Class,HG-14845,Harry Greene,4.3254,0.2,New York City,New York,10024,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,12.816,3
3821,CA-2018-141873,10-09-2018,10/14/18,Standard Class,HG-14845,Harry Greene,-15.7176,0.2,New York City,New York,10024,East,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",314.352,3
3822,CA-2018-141873,10-09-2018,10/14/18,Standard Class,HG-14845,Harry Greene,8.9206,0,New York City,New York,10024,East,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",18.98,2
3823,CA-2018-141873,10-09-2018,10/14/18,Standard Class,HG-14845,Harry Greene,6.156,0.2,New York City,New York,10024,East,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,18.24,6
3824,CA-2016-140984,9/14/16,9/18/16,Standard Class,CC-12685,Craig Carroll,257.712,0,New York City,New York,10011,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,991.2,6
3825,CA-2016-140984,9/14/16,9/18/16,Standard Class,CC-12685,Craig Carroll,329.994,0.2,New York City,New York,10011,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984,2
3826,CA-2016-140984,9/14/16,9/18/16,Standard Class,CC-12685,Craig Carroll,4.536,0.2,New York City,New York,10011,East,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,12.96,9
3827,CA-2015-132801,10-07-2015,10-12-2015,Standard Class,JG-15805,John Grady,10.744,0.2,Dallas,Texas,75217,Central,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",107.44,10
3828,CA-2018-141733,05-07-2018,05-11-2018,Standard Class,RW-19540,Rick Wilson,423.0085,0,Detroit,Michigan,48234,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65,5
3829,CA-2018-141733,05-07-2018,05-11-2018,Standard Class,RW-19540,Rick Wilson,7.4592,0,Detroit,Michigan,48234,Central,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,26.64,1
3830,CA-2018-141733,05-07-2018,05-11-2018,Standard Class,RW-19540,Rick Wilson,119.2,0,Detroit,Michigan,48234,Central,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,476.8,2
3831,CA-2018-141733,05-07-2018,05-11-2018,Standard Class,RW-19540,Rick Wilson,18.4604,0.1,Detroit,Michigan,48234,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,87.444,2
3832,US-2016-111927,11/14/16,11/19/16,Standard Class,LS-17230,Lycoris Saunders,26.649,0,Dover,Delaware,19901,East,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3
3833,US-2016-111927,11/14/16,11/19/16,Standard Class,LS-17230,Lycoris Saunders,9.3812,0,Dover,Delaware,19901,East,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",19.96,2
3834,CA-2015-105984,11/24/15,11/24/15,Same Day,MY-18295,Muhammed Yedwab,-209.994,0.4,Columbus,Ohio,43229,East,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1049.97,5
3835,CA-2015-105984,11/24/15,11/24/15,Same Day,MY-18295,Muhammed Yedwab,-34.9176,0.3,Columbus,Ohio,43229,East,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,611.058,3
3836,CA-2015-100363,04-08-2015,4/15/15,Standard Class,JM-15655,Jim Mitchum,0.8288,0.2,Glendale,Arizona,85301,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.368,2
3837,CA-2015-100363,04-08-2015,4/15/15,Standard Class,JM-15655,Jim Mitchum,6.8904,0.2,Glendale,Arizona,85301,West,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,19.008,3
3838,CA-2015-126760,7/26/15,08-02-2015,Standard Class,KM-16720,Kunst Miller,113.998,0.2,North Las Vegas,Nevada,89031,West,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,911.984,2
3839,CA-2015-126760,7/26/15,08-02-2015,Standard Class,KM-16720,Kunst Miller,-109.5822,0.2,North Las Vegas,Nevada,89031,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,674.352,3
3840,CA-2015-126760,7/26/15,08-02-2015,Standard Class,KM-16720,Kunst Miller,36.1827,0,North Las Vegas,Nevada,89031,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,134.01,9
3841,CA-2015-126760,7/26/15,08-02-2015,Standard Class,KM-16720,Kunst Miller,70.0977,0,North Las Vegas,Nevada,89031,West,TEC-AC-10004814,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,3
3842,US-2015-109162,06-08-2015,06-12-2015,Standard Class,KE-16420,Katrina Edelman,10.647,0.2,Bristol,Tennessee,37620,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",170.352,3
3843,CA-2015-101931,10/28/15,10/31/15,First Class,TS-21370,Todd Sumrall,2.245,0.2,Los Angeles,California,90049,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2
3844,CA-2015-101931,10/28/15,10/31/15,First Class,TS-21370,Todd Sumrall,0.0628,0,Los Angeles,California,90049,West,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,6.28,2
3845,CA-2015-101931,10/28/15,10/31/15,First Class,TS-21370,Todd Sumrall,14.4222,0,Los Angeles,California,90049,West,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,480.74,2
3846,CA-2015-101931,10/28/15,10/31/15,First Class,TS-21370,Todd Sumrall,-36.294,0.15,Los Angeles,California,90049,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,616.998,6
3847,CA-2015-101931,10/28/15,10/31/15,First Class,TS-21370,Todd Sumrall,38.178,0,Los Angeles,California,90049,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5
3848,CA-2018-129000,11/25/18,11/27/18,Second Class,SZ-20035,Sam Zeldin,0,0,Canton,Michigan,48187,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3
3849,CA-2018-161053,9/22/18,9/23/18,First Class,JE-15745,Joel Eaton,318.3016,0,Fayetteville,Arkansas,72701,South,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,691.96,4
3850,CA-2018-161053,9/22/18,9/23/18,First Class,JE-15745,Joel Eaton,15.378,0,Fayetteville,Arkansas,72701,South,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",34.95,5
3851,CA-2016-142377,12-04-2016,12-09-2016,Standard Class,MS-17980,Michael Stewart,40.4012,0,Springfield,Missouri,65807,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,85.96,7
3852,CA-2016-127593,9/21/16,9/21/16,Same Day,DH-13675,Duane Huffman,14.501,0,Quincy,Massachusetts,2169,East,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",85.3,2
3853,CA-2018-130526,11/26/18,11/29/18,First Class,GT-14755,Guy Thornton,-53.7088,0.8,Rockford,Illinois,61107,Central,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,8
3854,US-2018-131849,06-06-2018,06-10-2018,Standard Class,GH-14410,Gary Hansen,2.178,0,San Francisco,California,94122,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",4.95,1
3855,US-2018-131849,06-06-2018,06-10-2018,Standard Class,GH-14410,Gary Hansen,0,0,San Francisco,California,94122,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,26.4,5
3856,US-2018-105389,10/23/18,10/28/18,Second Class,DM-13015,Darrin Martin,-6.237,0.8,San Antonio,Texas,78207,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3
3857,US-2018-105389,10/23/18,10/28/18,Second Class,DM-13015,Darrin Martin,51.4975,0.2,San Antonio,Texas,78207,Central,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96,5
3858,US-2018-105389,10/23/18,10/28/18,Second Class,DM-13015,Darrin Martin,0.8988,0.2,San Antonio,Texas,78207,Central,OFF-AR-10000634,Office Supplies,Art,Newell 320,10.272,3
3859,CA-2015-140816,12/20/15,12/20/15,Same Day,TC-21295,Toby Carlisle,89.5888,0.2,Thornton,Colorado,80229,West,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.944,7
3860,CA-2018-154039,2/17/18,2/22/18,Standard Class,JK-16120,Julie Kriz,-269.3376,0.5,Chicago,Illinois,60653,Central,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",480.96,3
3861,CA-2018-154039,2/17/18,2/22/18,Standard Class,JK-16120,Julie Kriz,10.9193,0.2,Chicago,Illinois,60653,Central,TEC-PH-10002789,Technology,Phones,LG Exalt,124.792,1
3862,CA-2015-135755,05-03-2015,05-10-2015,Standard Class,NC-18415,Nathan Cano,14.5638,0.2,Yonkers,New York,10701,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3
3863,CA-2015-135755,05-03-2015,05-10-2015,Standard Class,NC-18415,Nathan Cano,3.9498,0.2,Yonkers,New York,10701,East,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.896,3
3864,CA-2018-123246,10/17/18,10/19/18,Second Class,AJ-10960,Astrea Jones,2.7664,0,San Diego,California,92037,West,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,10.64,4
3865,CA-2016-157133,11/28/16,12-03-2016,Standard Class,LC-16885,Lena Creighton,-182.352,0.6,Champaign,Illinois,61821,Central,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",151.96,5
3866,CA-2015-124709,7/27/15,7/29/15,Second Class,GW-14605,Giulietta Weimer,38.08,0,San Francisco,California,94122,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238,2
3867,CA-2018-146360,4/23/18,4/25/18,Second Class,SC-20305,Sean Christensen,55.9224,0,Lawrence,Indiana,46226,Central,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34,6
3868,CA-2016-132486,10/23/16,10/27/16,Second Class,JF-15355,Jay Fein,63.7776,0,San Diego,California,92105,West,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,148.32,9
3869,CA-2016-132486,10/23/16,10/27/16,Second Class,JF-15355,Jay Fein,27.0882,0.2,San Diego,California,92105,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",240.784,1
3870,CA-2016-132486,10/23/16,10/27/16,Second Class,JF-15355,Jay Fein,16.7972,0.2,San Diego,California,92105,West,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,191.968,7
3871,CA-2016-132486,10/23/16,10/27/16,Second Class,JF-15355,Jay Fein,5.6644,0,San Diego,California,92105,West,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,11.56,2
3872,CA-2016-132486,10/23/16,10/27/16,Second Class,JF-15355,Jay Fein,5.664,0,San Diego,California,92105,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",11.8,4
3873,CA-2016-132486,10/23/16,10/27/16,Second Class,JF-15355,Jay Fein,42.1176,0.2,San Diego,California,92105,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,842.352,3
3874,CA-2017-136231,09-05-2017,09-07-2017,Second Class,DM-13015,Darrin Martin,7.6284,0.2,Johnson City,Tennessee,37604,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472,3
3875,CA-2017-136231,09-05-2017,09-07-2017,Second Class,DM-13015,Darrin Martin,-63.1092,0.7,Johnson City,Tennessee,37604,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.058,7
3876,CA-2017-136231,09-05-2017,09-07-2017,Second Class,DM-13015,Darrin Martin,6.799,0.2,Johnson City,Tennessee,37604,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,108.784,2
3877,CA-2017-136231,09-05-2017,09-07-2017,Second Class,DM-13015,Darrin Martin,3.21,0.2,Johnson City,Tennessee,37604,South,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10.272,3
3878,CA-2017-140641,10/28/17,11-02-2017,Standard Class,EP-13915,Emily Phan,-26.733,0.7,Tampa,Florida,33614,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,38.19,5
3879,CA-2015-151001,04-05-2015,04-07-2015,First Class,JG-15805,John Grady,3.7224,0.2,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",49.632,4
3880,CA-2015-151001,04-05-2015,04-07-2015,First Class,JG-15805,John Grady,3.9072,0.2,Decatur,Illinois,62521,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,52.096,4
3881,CA-2016-129896,6/15/16,6/20/16,Standard Class,PF-19120,Peter Fuller,2.99,0.2,Gilbert,Arizona,85234,West,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,9.568,2
3882,CA-2016-129896,6/15/16,6/20/16,Standard Class,PF-19120,Peter Fuller,-19.5624,0.2,Gilbert,Arizona,85234,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2
3883,CA-2016-129896,6/15/16,6/20/16,Standard Class,PF-19120,Peter Fuller,-36.4704,0.2,Gilbert,Arizona,85234,West,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.704,6
3884,CA-2016-129896,6/15/16,6/20/16,Standard Class,PF-19120,Peter Fuller,11.0704,0.2,Gilbert,Arizona,85234,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",40.256,4
3885,CA-2015-152849,07-05-2015,07-12-2015,Standard Class,DW-13195,David Wiener,0.3822,0.2,Knoxville,Tennessee,37918,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.368,3
3886,US-2018-127341,1/29/18,02-02-2018,Standard Class,CK-12595,Clytie Kelty,-20.6176,0.8,Chicago,Illinois,60653,Central,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128,4
3887,CA-2017-167759,03-03-2017,03-08-2017,Second Class,CC-12670,Craig Carreira,37.758,0,Bloomington,Indiana,47401,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual EarpiecesHeadset,134.85,3
3888,CA-2015-100895,06-02-2015,06-06-2015,Standard Class,SV-20785,Stewart Visinsky,2.6536,0,Roswell,Georgia,30076,South,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",8.56,2
3889,CA-2015-100895,06-02-2015,06-06-2015,Standard Class,SV-20785,Stewart Visinsky,67.1916,0,Roswell,Georgia,30076,South,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3
3890,CA-2015-100895,06-02-2015,06-06-2015,Standard Class,SV-20785,Stewart Visinsky,107.082,0,Roswell,Georgia,30076,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",356.94,2
3891,US-2017-163881,11/24/17,11/30/17,Standard Class,SP-20860,Sung Pak,217.767,0,Los Angeles,California,90036,West,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2
3892,US-2017-163881,11/24/17,11/30/17,Standard Class,SP-20860,Sung Pak,210.594,0.2,Los Angeles,California,90036,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1684.752,6
3893,US-2017-163881,11/24/17,11/30/17,Standard Class,SP-20860,Sung Pak,190.3728,0,Los Angeles,California,90036,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,559.92,8
3894,US-2017-144547,11-10-2017,11/14/17,Standard Class,MS-17770,Maxwell Schwartz,48.9902,0.2,Houston,Texas,77036,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,279.944,7
3895,US-2015-112200,11/22/15,11/28/15,Standard Class,TC-21475,Tony Chapman,-16.467,0.8,Bolingbrook,Illinois,60440,Central,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9.98,5
3896,CA-2018-110212,05-01-2018,05-05-2018,Standard Class,SJ-20125,Sanjit Jacobs,18.093,0,Texarkana,Arkansas,71854,South,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",48.9,5
3897,CA-2018-134285,12-07-2018,12-12-2018,Standard Class,DS-13180,David Smith,1.2432,0.2,San Antonio,Texas,78207,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,3.552,3
3898,CA-2018-134285,12-07-2018,12-12-2018,Standard Class,DS-13180,David Smith,5.4432,0.2,San Antonio,Texas,78207,Central,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,15.552,3
3899,CA-2018-102267,11/30/18,12-04-2018,Standard Class,SC-20800,Stuart Calhoun,0.8288,0.2,Edinburg,Texas,78539,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.368,2
3900,CA-2018-157980,12-07-2018,12-09-2018,First Class,SH-20395,Shahid Hopkins,25.5968,0.2,Toledo,Ohio,43615,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,127.984,2
3901,CA-2016-121097,01-03-2016,01-08-2016,Standard Class,SF-20965,Sylvia Foulston,3.6288,0.2,Baytown,Texas,77520,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,10.368,2
3902,CA-2016-151043,11/14/16,11/20/16,Standard Class,MG-17680,Maureen Gastineau,-1.1996,0.2,Philadelphia,Pennsylvania,19143,East,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,47.984,2
3903,US-2016-119312,10-02-2016,10-07-2016,Second Class,CS-12400,Christopher Schild,75.6952,0,Los Angeles,California,90045,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,14
3904,CA-2016-167010,04-05-2016,04-10-2016,Standard Class,VT-21700,Valerie Takahito,18.396,0.2,Philadelphia,Pennsylvania,19143,East,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,98.112,7
3905,CA-2016-167010,04-05-2016,04-10-2016,Standard Class,VT-21700,Valerie Takahito,21.1428,0.2,Philadelphia,Pennsylvania,19143,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4
